                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.0761,                0.84513,                 1.6327,                0.93797,                0.82758,                0.82402,                0.64621,                 1.0465,                  0.839,                 1.7792,             0.00039626,             0.00039626,             0.00039626
                    148,                 1.0909,                0.79172,                 1.6464,                 0.9393,                 0.8125,                0.83151,                0.61362,                 1.1193,                0.86041,                 1.8458,             0.00038919,             0.00038919,             0.00038919
                    149,                 1.1354,                 0.8142,                 1.6501,                0.92006,                0.79178,                0.82444,                0.64813,                 1.0793,                0.86471,                 1.7684,             0.00038211,             0.00038211,             0.00038211
                    150,                 1.0425,                0.81944,                 1.5974,                0.90957,                 0.7875,                0.81342,                0.64398,                 1.0242,                0.79377,                 1.7434,             0.00037504,             0.00037504,             0.00037504
                    151,                 1.0072,                0.75907,                 1.5664,                0.92578,                0.80833,                0.82238,                0.63591,                 1.0112,                0.84905,                 1.7242,             0.00036797,             0.00036797,             0.00036797
                    152,                 1.0671,                0.82558,                 1.6231,                0.93686,                0.74583,                0.81644,                0.64264,                0.98345,                0.81927,                 1.6707,             0.00036089,             0.00036089,             0.00036089
                    153,                 1.0637,                0.82323,                 1.6359,                0.92528,                0.79761,                0.83879,                0.65618,                 1.0254,                0.83335,                 1.7372,             0.00035382,             0.00035382,             0.00035382
                    154,                 1.0908,                0.83447,                 1.6571,                0.91887,                0.83151,                0.83012,                0.64246,                 1.0842,                0.88048,                 1.7708,             0.00034675,             0.00034675,             0.00034675
                    155,                 1.1252,                 0.8214,                 1.6384,                0.91167,                0.78805,                0.82395,                0.63346,                 1.1097,                0.91959,                 1.7864,             0.00033967,             0.00033967,             0.00033967
                    156,                 1.0711,                0.75998,                 1.6354,                0.93801,                 0.8125,                0.84305,                0.64211,                 1.1306,                0.92694,                 1.8199,              0.0003326,              0.0003326,              0.0003326
                    157,                 1.0858,                 0.8029,                 1.6298,                0.89638,                0.83333,                0.84444,                0.65801,                 1.0774,                0.91114,                  1.773,             0.00032553,             0.00032553,             0.00032553
                    158,                 1.0423,                0.79344,                 1.5897,                0.92311,                0.82169,                0.82891,                0.65851,                0.98397,                0.85513,                 1.6919,             0.00031845,             0.00031845,             0.00031845
                    159,                 1.0598,                0.78818,                 1.6199,                0.91281,                0.80558,                 0.8332,                0.67131,                0.94451,                0.80806,                 1.6627,             0.00031138,             0.00031138,             0.00031138
                    160,                 1.0227,                0.79795,                 1.6129,                0.91971,                0.81901,                0.83449,                0.66769,                0.97083,                0.81495,                 1.6978,             0.00030431,             0.00030431,             0.00030431
                    161,                  1.086,                0.80716,                 1.6422,                0.91913,                0.82502,                0.83828,                0.64717,                0.99819,                0.82507,                 1.7267,             0.00029723,             0.00029723,             0.00029723
                    162,                  1.048,                0.74102,                 1.5807,                0.92163,                0.82182,                0.84802,                0.66324,                 1.0232,                0.79831,                 1.7076,             0.00029016,             0.00029016,             0.00029016
                    163,                 1.0541,                0.76452,                  1.596,                0.90286,                0.82735,                0.84206,                0.68183,                0.96297,                0.79383,                 1.6755,             0.00028308,             0.00028308,             0.00028308
                    164,                0.95162,                0.68912,                 1.5289,                 0.9227,                0.82931,                0.83895,                0.67762,                0.92074,                0.78283,                 1.6242,             0.00027601,             0.00027601,             0.00027601
                    165,                 1.0835,                0.80749,                 1.6203,                  0.922,                 0.8297,                  0.833,                0.67703,                0.92867,                0.80259,                  1.649,             0.00026894,             0.00026894,             0.00026894
                    166,                 1.0175,                0.75246,                 1.5611,                0.91208,                0.82797,                 0.8413,                0.66811,                0.97972,                0.77649,                 1.7235,             0.00026186,             0.00026186,             0.00026186
                    167,                 1.0181,                0.76105,                 1.5685,                0.95884,                0.77211,                0.83682,                0.67209,                0.98304,                0.77435,                 1.6962,             0.00025479,             0.00025479,             0.00025479
                    168,                 1.0344,                 0.7657,                 1.6021,                0.95259,                0.77663,                 0.8255,                0.66626,                0.97871,                0.79887,                 1.6974,             0.00024772,             0.00024772,             0.00024772
                    169,                0.99797,                0.71386,                 1.5482,                0.91827,                 0.8125,                0.82966,                0.65791,                  1.034,                0.85615,                 1.7337,             0.00024064,             0.00024064,             0.00024064
                    170,                 1.0538,                0.74978,                 1.5956,                0.92499,                0.80394,                 0.8242,                0.65741,                 1.0079,                 0.8287,                 1.6925,             0.00023357,             0.00023357,             0.00023357
                    171,                 1.0035,                0.74401,                 1.5662,                 0.8834,                0.83333,                0.81245,                0.64918,                 1.0278,                0.86893,                 1.7045,              0.0002265,              0.0002265,              0.0002265
                    172,                 1.0472,                 0.7745,                 1.5958,                0.88903,                0.83129,                0.82013,                0.65535,                 1.0236,                 0.8971,                 1.7162,             0.00021942,             0.00021942,             0.00021942
                    173,                 1.0445,                0.74977,                 1.6085,                0.92659,                0.82743,                0.83521,                0.66428,                0.99621,                0.88275,                 1.6803,             0.00021235,             0.00021235,             0.00021235
                    174,                 1.0066,                0.76538,                 1.5714,                0.94058,                0.83333,                0.82704,                0.67462,                0.96562,                0.86008,                 1.6381,             0.00020528,             0.00020528,             0.00020528
                    175,                0.98893,                0.70177,                  1.542,                0.91915,                0.82437,                0.83075,                0.65604,                0.98059,                0.88503,                 1.6874,              0.0001982,              0.0001982,              0.0001982
                    176,                0.95479,                0.72374,                 1.5064,                0.93678,                0.79634,                0.83525,                0.65945,                0.98989,                0.86844,                 1.6966,             0.00019113,             0.00019113,             0.00019113
                    177,                 1.0049,                0.71286,                 1.5622,                  0.937,                0.80051,                0.83601,                0.66676,                0.95053,                0.83893,                 1.6527,             0.00018406,             0.00018406,             0.00018406
                    178,                0.99891,                 0.7551,                 1.5697,                0.90433,                0.83333,                0.83745,                0.67368,                0.94811,                0.85768,                 1.6566,             0.00017698,             0.00017698,             0.00017698
                    179,                0.94449,                0.68221,                 1.5274,                0.90574,                0.82667,                0.84588,                0.68619,                 0.9284,                0.85345,                 1.6298,             0.00016991,             0.00016991,             0.00016991
                    180,                0.96786,                0.72679,                 1.5624,                0.89315,                0.83333,                0.83171,                0.67672,                0.90115,                0.81361,                 1.6173,             0.00016283,             0.00016283,             0.00016283
                    181,                0.98124,                0.70881,                 1.5686,                0.93321,                0.81089,                 0.8388,                0.68097,                0.90932,                0.79839,                 1.6299,             0.00015576,             0.00015576,             0.00015576
                    182,                 1.0288,                0.73932,                 1.6169,                0.93414,                0.80917,                0.84676,                 0.6934,                0.92175,                0.81015,                 1.6281,             0.00014869,             0.00014869,             0.00014869
                    183,                0.96421,                0.70916,                 1.5404,                0.94013,                 0.8125,                0.84549,                0.67484,                 1.0046,                 0.8534,                 1.6909,             0.00014161,             0.00014161,             0.00014161
                    184,                0.94624,                0.68105,                 1.5188,                0.94099,                 0.8125,                0.84127,                0.65404,                  1.004,                0.84599,                 1.6937,             0.00013454,             0.00013454,             0.00013454
                    185,                0.94473,                0.70255,                 1.5136,                0.93974,                0.80851,                0.83241,                0.66007,                0.99109,                0.84181,                 1.6786,             0.00012747,             0.00012747,             0.00012747
                    186,                 1.0072,                0.74092,                 1.5599,                0.94682,                0.83035,                0.83475,                0.67104,                0.98196,                0.81412,                 1.6677,             0.00012039,             0.00012039,             0.00012039
                    187,                0.95907,                0.73462,                 1.5245,                0.94006,                0.81222,                0.83109,                0.65524,                0.99865,                 0.8311,                  1.689,             0.00011332,             0.00011332,             0.00011332
                    188,                0.99882,                0.73371,                 1.5731,                0.93337,                 0.8125,                0.82773,                0.66587,                0.97235,                0.81561,                 1.6598,             0.00010625,             0.00010625,             0.00010625
                    189,                0.99842,                0.71559,                 1.5655,                0.90843,                0.83333,                0.83682,                 0.6712,                0.95381,                0.80076,                 1.6333,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.92874,                0.67669,                 1.4974,                0.91891,                0.83333,                0.83737,                0.67712,                0.91569,                0.78446,                 1.5959,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                 0.7969,                0.64831,                 1.4544,                0.89695,                 0.8125,                0.81181,                0.67279,                0.92284,                0.79074,                 1.6057,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.81037,                0.61881,                 1.4659,                 0.9266,                0.83243,                0.83743,                0.66047,                0.98629,                0.83312,                 1.6594,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.76438,                0.54445,                 1.4129,                0.93657,                0.82604,                0.83845,                0.66501,                0.98897,                0.84488,                 1.6704,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.77495,                0.54484,                 1.4758,                 0.9393,                0.81998,                0.84864,                0.68151,                0.94318,                0.82939,                 1.6388,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.76892,                0.55109,                   1.44,                0.93611,                0.81846,                0.84496,                0.67788,                0.93727,                0.84005,                 1.6338,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.76949,                0.53097,                  1.419,                 0.9178,                0.83092,                0.84686,                0.67804,                0.93722,                0.83402,                 1.6322,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.78107,                0.54598,                 1.4497,                0.91962,                0.83108,                0.84882,                0.67913,                0.93994,                 0.8307,                  1.635,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.76373,                0.53602,                 1.4112,                0.92051,                0.83192,                 0.8495,                0.68184,                0.92645,                0.81566,                 1.6264,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.75117,                0.54819,                 1.3946,                0.92429,                0.83005,                0.85112,                0.68848,                0.89612,                0.79181,                 1.6067,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.74579,                0.51295,                 1.3971,                0.92342,                0.83333,                 0.8518,                0.69111,                0.88878,                0.77853,                 1.6035,             2.1364e-05,             2.1364e-05,             2.1364e-05
